date,open,high,low,close,adj_close,volume,ticker
2020-09-11,548.2249755859375,552.4249877929688,535.5,539.3250122070312,497.3947448730469,20794730,HDFCBANK.NS
2020-09-14,544.0,547.0,526.1749877929688,528.9749755859375,487.849365234375,21650590,HDFCBANK.NS
2020-09-15,534.0,538.0750122070312,529.0499877929688,535.25,493.6365661621094,16505110,HDFCBANK.NS
2020-09-16,535.0999755859375,548.0,534.1749877929688,546.8250122070312,504.3116760253906,18710112,HDFCBANK.NS
2020-09-17,542.0,547.0,539.0,541.7999877929688,499.67730712890625,18318686,HDFCBANK.NS
2020-09-18,546.0,546.0999755859375,523.5999755859375,528.6500244140625,487.5496826171875,23481778,HDFCBANK.NS
2020-09-21,527.5,535.6749877929688,520.75,524.6500244140625,483.8606262207031,19842878,HDFCBANK.NS
2020-09-22,527.0250244140625,529.0750122070312,514.75,517.7000122070312,477.4510192871094,18620678,HDFCBANK.NS
2020-09-23,523.0,527.5,517.1749877929688,523.625,482.9153137207031,16079828,HDFCBANK.NS
2020-09-24,519.0,523.5,512.5,515.2000122070312,475.1454162597656,19809510,HDFCBANK.NS
2020-09-25,525.0,525.9749755859375,512.8250122070312,522.0,481.4166564941406,20321544,HDFCBANK.NS
2020-09-28,524.4749755859375,529.5,521.3250122070312,527.0999755859375,486.1201477050781,16152422,HDFCBANK.NS
2020-09-29,529.0,534.9500122070312,525.5,531.2750244140625,489.9706115722656,12644446,HDFCBANK.NS
2020-09-30,530.0,543.4500122070312,526.0,539.2999877929688,497.3717041015625,18813842,HDFCBANK.NS
2020-10-01,545.0499877929688,555.0,545.0499877929688,553.4749755859375,510.444580078125,21203080,HDFCBANK.NS
2020-10-05,556.0,566.0,555.5,557.1749877929688,513.8569946289062,16940126,HDFCBANK.NS
2020-10-06,567.5250244140625,574.0,563.0999755859375,572.0499877929688,527.5755615234375,19371990,HDFCBANK.NS
2020-10-07,572.4500122070312,582.4249877929688,568.7999877929688,581.125,535.9450073242188,21248778,HDFCBANK.NS
2020-10-08,590.0,601.5,581.6749877929688,595.9000244140625,549.5712890625,35060674,HDFCBANK.NS
2020-10-09,600.5,618.5,595.8250122070312,616.7750244140625,568.8233642578125,44972388,HDFCBANK.NS
2020-10-12,615.7750244140625,621.375,602.7999877929688,606.8250122070312,559.6469116210938,19220546,HDFCBANK.NS
2020-10-13,606.7000122070312,611.2249755859375,597.5,599.2249755859375,552.6377563476562,18353952,HDFCBANK.NS
2020-10-14,597.7750244140625,607.1500244140625,587.75,605.75,558.655517578125,22582918,HDFCBANK.NS
2020-10-15,607.0999755859375,608.5,582.0,584.625,539.1729736328125,28246896,HDFCBANK.NS
2020-10-16,590.0,601.75,586.5,599.6749877929688,553.0528564453125,25822848,HDFCBANK.NS
2020-10-19,617.5,617.5,596.2999877929688,601.7750244140625,554.9896240234375,42359556,HDFCBANK.NS
2020-10-20,603.75,613.7000122070312,602.9500122070312,611.9749755859375,564.396484375,27411978,HDFCBANK.NS
2020-10-21,615.2999877929688,625.5,610.8499755859375,623.3499755859375,574.8870849609375,35640752,HDFCBANK.NS
2020-10-22,619.9749755859375,625.0,611.5,616.6500244140625,568.7080688476562,21913060,HDFCBANK.NS
