date,open,high,low,close,adj_close,volume,ticker
2020-09-11,1066.9876708984375,1078.9173583984375,1055.496337890625,1070.564208984375,1051.84716796875,59470807,RELIANCE.NS
2020-09-14,1072.9871826171875,1089.1396484375,1053.142578125,1062.62646484375,1044.048095703125,44063445,RELIANCE.NS
2020-09-15,1066.964599609375,1073.333251953125,1055.9808349609375,1070.14892578125,1051.4390869140625,27178393,RELIANCE.NS
2020-09-16,1070.6795654296875,1093.45458984375,1066.3184814453125,1072.7794189453125,1054.0235595703125,33952295,RELIANCE.NS
2020-09-17,1070.6795654296875,1077.002197265625,1057.6883544921875,1060.872802734375,1042.3251953125,25828669,RELIANCE.NS
2020-09-18,1068.0260009765625,1070.42578125,1050.62744140625,1064.0802001953125,1045.4764404296875,33074915,RELIANCE.NS
2020-09-21,1061.4495849609375,1078.0635986328125,1037.151611328125,1041.074462890625,1022.8729858398438,33627381,RELIANCE.NS
2020-09-22,1050.8350830078125,1050.8350830078125,1016.0149536132812,1020.4453735351562,1002.6045532226562,34792254,RELIANCE.NS
2020-09-23,1042.9896240234375,1050.7197265625,1017.74560546875,1029.5137939453125,1011.514404296875,42988708,RELIANCE.NS
2020-09-24,1018.9454956054688,1027.298583984375,1004.2467041015625,1006.6234741210938,989.0242919921875,29826318,RELIANCE.NS
2020-09-25,1010.22314453125,1021.2068481445312,1000.2086181640625,1016.0841674804688,998.319580078125,28374935,RELIANCE.NS
2020-09-28,1027.7601318359375,1032.836669921875,1018.55322265625,1022.7990112304688,1004.9170532226562,19666849,RELIANCE.NS
2020-09-29,1026.837158203125,1044.8355712890625,1022.7990112304688,1036.0902099609375,1017.975830078125,25842539,RELIANCE.NS
2020-09-30,1042.9896240234375,1046.2200927734375,1026.837158203125,1031.1522216796875,1013.1242065429688,24465159,RELIANCE.NS
2020-10-01,1044.7432861328125,1044.7432861328125,1021.7606201171875,1026.9525146484375,1008.9979248046875,20783227,RELIANCE.NS
2020-10-05,1035.6055908203125,1037.9822998046875,1018.0686645507812,1020.929931640625,1003.0806274414062,18922799,RELIANCE.NS
2020-10-06,1026.9525146484375,1030.9444580078125,1016.0610961914062,1020.076171875,1002.2417602539062,18412175,RELIANCE.NS
2020-10-07,1031.4521484375,1065.6031494140625,1024.5296630859375,1041.8359375,1023.6210327148438,53170865,RELIANCE.NS
2020-10-08,1042.528076171875,1046.681640625,1025.498779296875,1033.4134521484375,1015.3458251953125,21077808,RELIANCE.NS
2020-10-09,1031.4521484375,1039.7591552734375,1023.1912841796875,1030.73681640625,1012.7160034179688,18545499,RELIANCE.NS
2020-10-12,1031.4521484375,1041.0281982421875,1027.4140625,1032.398193359375,1014.348388671875,14226473,RELIANCE.NS
2020-10-13,1029.4215087890625,1054.873291015625,1027.2293701171875,1052.542724609375,1034.1407470703125,23112012,RELIANCE.NS
2020-10-14,1051.7120361328125,1063.295654296875,1046.912353515625,1055.680908203125,1037.22412109375,26742011,RELIANCE.NS
2020-10-15,1056.8345947265625,1056.8345947265625,1012.9921264648438,1018.2993774414062,1000.49609375,20036197,RELIANCE.NS
