date,open,high,low,close,adj_close,volume,ticker
2020-09-11,934.9000244140625,954.1500244140625,931.0,945.7000122070312,841.0606689453125,6671903,INFY.NS
2020-09-14,957.0,991.0499877929688,948.2999877929688,978.4000244140625,870.1424560546875,21871587,INFY.NS
2020-09-15,979.5,994.0,971.6500244140625,982.4500122070312,873.744384765625,11608203,INFY.NS
2020-09-16,986.0,1005.6500244140625,982.0,1001.75,890.9088745117188,10059251,INFY.NS
2020-09-17,995.0,1021.0,995.0,1011.0,899.1353759765625,15628241,INFY.NS
2020-09-18,1011.0,1018.7999877929688,999.0999755859375,1002.1500244140625,891.2645874023438,12897633,INFY.NS
2020-09-21,1001.0,1031.0,1000.5,1009.9000244140625,898.1570434570312,14140637,INFY.NS
2020-09-22,1009.0,1022.5,991.2000122070312,1007.5,896.0225830078125,12625762,INFY.NS
2020-09-23,1020.1500244140625,1037.0,1008.0999755859375,1019.75,906.917236328125,13486204,INFY.NS
2020-09-24,1003.0,1009.0,970.0,975.4000244140625,867.4744262695312,14427432,INFY.NS
2020-09-25,975.7999877929688,1014.9000244140625,975.0,1011.4500122070312,899.5355834960938,13311078,INFY.NS
2020-09-28,1014.7999877929688,1016.1500244140625,998.5,1010.4000244140625,898.6016845703125,8554526,INFY.NS
2020-09-29,1018.0,1028.0,1004.0999755859375,1009.0,897.3565673828125,8708463,INFY.NS
2020-09-30,1009.0,1023.9500122070312,1005.0,1008.25,896.6896362304688,8048817,INFY.NS
2020-10-01,1020.5999755859375,1026.5,1011.75,1017.6500244140625,905.049560546875,5563358,INFY.NS
2020-10-05,1018.0499877929688,1054.9000244140625,1018.0499877929688,1048.699951171875,932.663818359375,14212509,INFY.NS
2020-10-06,1055.0,1060.0,1031.3499755859375,1055.75,938.933837890625,9090819,INFY.NS
2020-10-07,1044.9000244140625,1072.0,1035.5,1066.550048828125,948.5389404296875,9284008,INFY.NS
2020-10-08,1090.0,1124.0,1088.4000244140625,1093.699951171875,972.6846923828125,21482613,INFY.NS
2020-10-09,1095.0999755859375,1113.300048828125,1088.449951171875,1106.800048828125,984.3353881835938,10567867,INFY.NS
2020-10-12,1123.0,1140.0,1112.0999755859375,1132.0999755859375,1006.8358154296875,14633537,INFY.NS
2020-10-13,1135.550048828125,1166.050048828125,1135.550048828125,1157.800048828125,1029.6923828125,17523825,INFY.NS
2020-10-14,1162.0,1164.9000244140625,1131.0999755859375,1137.0,1011.19384765625,16649573,INFY.NS
2020-10-15,1180.0,1186.0,1092.5,1108.25,985.6248779296875,44288251,INFY.NS
2020-10-16,1113.8499755859375,1135.949951171875,1096.9000244140625,1127.5,1002.7448120117188,18365685,INFY.NS
2020-10-19,1135.0,1139.0,1115.300048828125,1125.9000244140625,1001.3219604492188,12902123,INFY.NS
2020-10-20,1118.9000244140625,1144.699951171875,1110.0,1137.5,1011.638427734375,10448776,INFY.NS
2020-10-21,1141.1500244140625,1154.3499755859375,1135.0,1148.3499755859375,1021.2877807617188,19811433,INFY.NS
2020-10-22,1142.0,1158.0,1123.800048828125,1129.050048828125,1004.1234130859375,11271335,INFY.NS
2020-10-23,1133.0,1135.0,1120.1500244140625,1122.5,1009.0224609375,9069862,INFY.NS
2020-10-26,1122.25,1129.5999755859375,1103.1500244140625,1112.449951171875,999.9884033203125,6309368,INFY.NS
2020-10-27,1105.699951171875,1109.699951171875,1077.1500244140625,1090.8499755859375,980.5721435546875,10172479,INFY.NS
2020-10-28,1095.5,1104.75,1070.050048828125,1076.550048828125,967.7177734375,7608392,INFY.NS
2020-10-29,1070.0,1082.0,1060.0999755859375,1074.8499755859375,966.1895751953125,6935616,INFY.NS
2020-10-30,1072.0,1083.5999755859375,1052.3499755859375,1060.5999755859375,953.3800659179688,8800386,INFY.NS
2020-11-02,1065.0,1079.949951171875,1051.0999755859375,1072.300048828125,963.8973388671875,7183119,INFY.NS
2020-11-03,1072.0,1079.4000244140625,1057.5,1062.550048828125,955.1329956054688,7204782,INFY.NS
2020-11-04,1068.0,1116.0,1066.800048828125,1093.949951171875,983.3584594726562,15702690,INFY.NS
2020-11-05,1109.9000244140625,1123.0,1099.0,1104.0,992.392578125,9568890,INFY.NS
2020-11-06,1108.0,1121.0999755859375,1091.699951171875,1112.75,1000.2582397460938,8807127,INFY.NS
2020-11-09,1129.300048828125,1146.0,1121.1500244140625,1136.550048828125,1021.6521606445312,10160320,INFY.NS
2020-11-10,1113.8499755859375,1113.8499755859375,1078.0,1091.050048828125,980.7518920898438,15622869,INFY.NS
2020-11-11,1096.0,1126.3499755859375,1087.0,1122.5,1009.0224609375,12514800,INFY.NS
2020-11-12,1128.0999755859375,1142.0,1113.75,1117.75,1004.7525634765625,9180976,INFY.NS
2020-11-13,1120.0,1133.0,1117.0,1124.199951171875,1010.550537109375,6363212,INFY.NS
2020-11-14,1137.0,1139.6500244140625,1131.0999755859375,1133.449951171875,1018.8655395507812,1136144,INFY.NS
2020-11-17,1144.75,1145.0,1112.6500244140625,1123.699951171875,1010.10107421875,12813968,INFY.NS
2020-11-18,1128.5,1132.699951171875,1101.449951171875,1110.550048828125,998.2806396484375,9839468,INFY.NS
2020-11-19,1100.0,1114.699951171875,1093.800048828125,1096.75,985.8756713867188,10092343,INFY.NS
2020-11-20,1106.0,1109.0,1091.0999755859375,1103.3499755859375,991.8082885742188,8063554,INFY.NS
2020-11-23,1105.0,1144.800048828125,1101.949951171875,1139.8499755859375,1024.6181640625,10546363,INFY.NS
2020-11-24,1145.0,1154.9000244140625,1133.3499755859375,1140.050048828125,1024.7982177734375,8515426,INFY.NS
2020-11-25,1137.0,1143.5,1111.25,1115.6500244140625,1002.864990234375,8958701,INFY.NS
2020-11-26,1119.949951171875,1119.949951171875,1098.300048828125,1113.199951171875,1000.66259765625,10962256,INFY.NS
2020-11-27,1118.0,1121.0,1091.0,1100.0,988.797119140625,25306145,INFY.NS
2020-12-01,1105.050048828125,1140.25,1105.050048828125,1137.8499755859375,1022.8204956054688,8933802,INFY.NS
2020-12-02,1134.0,1147.449951171875,1121.0,1140.9000244140625,1025.562255859375,6741637,INFY.NS
2020-12-03,1147.0,1147.0,1122.699951171875,1126.449951171875,1012.5730590820312,16212632,INFY.NS
2020-12-04,1125.0,1137.0,1115.0,1134.6500244140625,1019.944091796875,10564055,INFY.NS
2020-12-07,1147.300048828125,1153.0,1136.0,1143.5,1027.8995361328125,7792141,INFY.NS
2020-12-08,1145.0,1167.0,1145.0,1153.3499755859375,1036.753662109375,12308330,INFY.NS
2020-12-09,1168.050048828125,1179.5,1157.0,1175.199951171875,1056.3948974609375,10039346,INFY.NS
2020-12-10,1157.4000244140625,1171.6500244140625,1150.0,1167.75,1049.697998046875,9488782,INFY.NS
2020-12-11,1159.699951171875,1171.949951171875,1155.25,1163.199951171875,1045.6077880859375,10574009,INFY.NS
2020-12-14,1169.4000244140625,1172.5999755859375,1148.199951171875,1164.550048828125,1046.821533203125,6728187,INFY.NS
2020-12-15,1156.0,1163.699951171875,1152.0,1154.5999755859375,1037.8773193359375,6905926,INFY.NS
2020-12-16,1160.0,1168.9000244140625,1153.5999755859375,1165.699951171875,1047.8551025390625,7788404,INFY.NS
2020-12-17,1165.9000244140625,1168.9000244140625,1156.199951171875,1159.199951171875,1042.0123291015625,6658153,INFY.NS
2020-12-18,1182.8499755859375,1195.0,1175.5999755859375,1189.800048828125,1069.5189208984375,15995676,INFY.NS
2020-12-21,1188.0,1209.75,1152.050048828125,1177.300048828125,1058.282470703125,10858352,INFY.NS
2020-12-22,1182.0,1223.8499755859375,1176.0999755859375,1220.5,1097.1153564453125,10901851,INFY.NS
2020-12-23,1238.0,1258.8499755859375,1230.550048828125,1253.050048828125,1126.3746337890625,15878346,INFY.NS
2020-12-24,1249.9000244140625,1249.9000244140625,1226.0,1236.050048828125,1111.0931396484375,7313885,INFY.NS
2020-12-28,1238.449951171875,1248.0,1236.0,1240.300048828125,1114.9136962890625,4607051,INFY.NS
2020-12-29,1235.0,1254.449951171875,1235.0,1250.300048828125,1123.9027099609375,6878105,INFY.NS
2020-12-30,1253.0,1253.300048828125,1238.1500244140625,1246.800048828125,1120.756591796875,5194690,INFY.NS
